,train_loss
467,6.6490068435668945
468,6.479305267333984
469,6.63655424118042
470,6.596885681152344
471,6.5290093421936035
472,6.795010089874268
473,6.714977264404297
474,6.739145755767822
475,6.594078540802002
476,6.600857734680176
477,6.532227993011475
478,6.736962795257568
479,6.598064422607422
480,6.639308929443359
481,6.712893009185791
482,6.48431396484375
483,6.457972049713135
484,7.094207763671875
485,6.641838550567627
486,6.760987758636475
487,6.58128023147583
488,6.643670558929443
489,6.593825817108154
490,6.706841945648193
491,6.476463794708252
492,6.538865566253662
493,6.717533588409424
494,6.5772175788879395
495,6.412565231323242
496,6.386175155639648
497,6.5107831954956055
498,6.3138251304626465
499,6.550891399383545
500,6.651738166809082
501,6.485942840576172
502,6.427394866943359
503,6.510434627532959
504,6.500115871429443
505,6.682621955871582
506,6.593393802642822
507,6.296987533569336
508,6.4715423583984375
509,6.459150791168213
510,6.567550182342529
511,6.641362190246582
512,6.431630611419678
513,6.500646591186523
514,6.3209228515625
515,6.770746231079102
516,6.328634262084961
517,6.439507961273193
518,6.496730804443359
519,6.436680793762207
520,6.226808071136475
521,6.557493209838867
522,6.375705718994141
523,6.362042427062988
524,6.373935222625732
525,6.457230091094971
526,6.407347202301025
527,6.383217811584473
528,6.929063320159912
529,6.655858039855957
530,6.572585105895996
531,6.532022476196289
532,6.431602478027344
533,6.213247299194336
534,6.225362777709961
535,6.333285808563232
536,6.296715259552002
537,6.363809585571289
538,6.341748237609863
539,6.462662220001221
540,6.372719764709473
541,6.425364971160889
542,6.832376956939697
543,6.511482238769531
544,6.501027584075928
545,6.533668041229248
546,6.326931953430176
547,6.611945629119873
548,6.478595733642578
549,6.217172622680664
550,6.395254135131836
551,6.2829790115356445
552,6.266190052032471
553,6.285406589508057
554,6.375936031341553
555,6.366687297821045
556,6.203648567199707
557,6.3274664878845215
558,6.336113452911377
559,6.435202598571777
560,6.222529888153076
561,6.518985271453857
562,6.665104866027832
563,6.499322891235352
564,6.497199535369873
565,6.377417087554932
566,6.3198676109313965
567,6.290226936340332
568,6.409078121185303
569,6.268596172332764
570,6.445276737213135
571,6.329251289367676
572,6.166849613189697
573,6.296964645385742
574,6.4881978034973145
575,6.6240034103393555
576,6.298827648162842
577,6.409346580505371
578,6.367266654968262
579,6.378317356109619
580,6.1660003662109375
581,6.871145248413086
582,6.417659759521484
583,6.5143842697143555
584,6.301695346832275
585,6.458527088165283
586,6.467411994934082
587,6.317524433135986
588,6.634383678436279
589,6.357420444488525
590,6.46744441986084
591,6.407996654510498
592,6.427857398986816
593,6.383965969085693
594,6.100135326385498
595,6.282627105712891
596,6.451388359069824
597,6.507903099060059
598,6.168581962585449
599,6.288536548614502
600,6.038061141967773
601,6.272803783416748
602,6.172511577606201
603,6.573739051818848
604,6.368570327758789
605,6.358846664428711
606,6.284485816955566
607,6.231419086456299
608,6.33007287979126
609,6.461039066314697
610,6.243696689605713
611,6.371150970458984
612,6.649767875671387
613,6.497325897216797
614,6.55821418762207
615,6.375033855438232
616,6.441310405731201
617,6.178679466247559
618,6.321783065795898
619,6.4705400466918945
620,6.2476806640625
621,5.948085308074951
622,6.744083881378174
623,6.440882682800293
624,6.359002590179443
625,6.570720672607422
626,6.74296236038208
627,6.298985481262207
628,6.169721603393555
629,6.382106781005859
630,6.441674709320068
631,6.233694076538086
632,6.758112907409668
633,6.251654148101807
634,6.202481269836426
635,6.322675704956055
636,6.492360591888428
637,6.052373886108398
638,6.102433681488037
639,6.227104663848877
640,6.419131755828857
641,6.34963846206665
642,6.2648024559021
643,6.0438055992126465
644,6.420653820037842
645,6.366702079772949
646,6.158721923828125
647,6.703219413757324
648,6.2271647453308105
649,6.3082756996154785
650,6.392435073852539
651,6.256539344787598
652,6.446028709411621
653,6.274289608001709
654,6.302732944488525
655,6.156054973602295
656,6.4231462478637695
657,6.220320701599121
658,6.497982978820801
659,6.289829254150391
660,6.3396220207214355
661,6.052074432373047
662,6.183019161224365
663,6.223886966705322
664,6.091618061065674
665,6.260481357574463
666,6.327104568481445
667,6.114618301391602
668,6.45086145401001
669,6.150271892547607
670,6.290663719177246
671,6.263031482696533
672,6.485098361968994
673,6.500651836395264
674,6.274019241333008
675,6.48098611831665
676,6.255990982055664
677,6.399812698364258
678,6.463009357452393
679,6.248679161071777
680,6.385533809661865
681,6.2436628341674805
682,6.224441051483154
683,6.167118549346924
684,6.356484889984131
685,6.176385879516602
686,6.378623008728027
687,6.332425594329834
688,6.213430881500244
689,6.384375095367432
690,6.2099609375
691,6.318478107452393
692,6.398032188415527
693,6.161280155181885
694,6.068079948425293
695,6.505621910095215
696,6.100377082824707
697,6.31234884262085
698,6.05845832824707
699,6.289389610290527
700,6.184272289276123
701,6.102199077606201
702,6.174515247344971
703,5.9586334228515625
704,6.274633407592773
705,6.5478949546813965
706,5.901547431945801
707,6.164106369018555
708,6.072181701660156
709,6.1471476554870605
710,6.127511501312256
711,5.894791603088379
712,6.101434707641602
713,6.424159526824951
714,6.047115325927734
715,6.054403305053711
716,6.274425029754639
717,6.085786819458008
718,6.101492404937744
719,5.983893394470215
720,6.0407328605651855
721,6.459498882293701
722,5.790783405303955
723,6.029520511627197
724,6.353060245513916
725,6.058775424957275
726,6.204145908355713
727,5.959319114685059
728,5.894870281219482
729,6.103437423706055
730,5.987335681915283
731,6.261655330657959
732,6.660521984100342
733,6.095926284790039
734,6.1334919929504395
735,5.8853349685668945
736,6.314422607421875
737,6.3562774658203125
738,6.3086442947387695
739,6.1188836097717285
740,6.375726222991943
741,6.04025411605835
742,6.190508842468262
743,5.97672176361084
744,6.236486911773682
745,5.685731887817383
746,5.956428527832031
747,6.052879333496094
748,6.048007488250732
749,5.873548984527588
750,6.071631908416748
751,6.057178497314453
752,5.909042835235596
753,6.167488098144531
754,5.862549781799316
755,6.204584121704102
756,6.099838733673096
757,6.33452033996582
758,6.089439392089844
759,6.1592631340026855
760,6.071406364440918
761,6.298900604248047
762,6.046694278717041
763,5.769307613372803
764,5.858116149902344
765,6.13052225112915
766,6.68742036819458
767,5.918245315551758
768,5.6662821769714355
769,5.860037326812744
770,5.771886348724365
771,5.847438335418701
772,6.036083221435547
773,5.946114540100098
774,5.879408359527588
775,5.903685092926025
776,5.7399702072143555
777,5.87782096862793
778,5.895695686340332
779,6.024904727935791
780,5.75103235244751
781,5.8927507400512695
782,5.886463642120361
783,5.970522403717041
784,5.820955753326416
785,6.187755107879639
786,5.703814506530762
787,5.960538387298584
788,5.6400532722473145
789,5.829230785369873
790,6.161693096160889
791,5.781907558441162
792,5.663864612579346
793,5.719878673553467
794,5.782727241516113
795,5.6520209312438965
796,6.009214401245117
797,5.886477947235107
798,5.9982123374938965
799,5.616462707519531
800,5.972598552703857
801,5.655929088592529
802,5.6210713386535645
803,5.735018730163574
804,5.8037567138671875
805,5.700796127319336
806,6.112645149230957
807,5.85201358795166
808,5.880676746368408
809,5.756785869598389
810,5.687401294708252
811,6.003226280212402
812,6.015524864196777
813,5.837161064147949
814,5.629977703094482
815,5.685916423797607
816,5.879961967468262
817,5.894436836242676
818,6.016183376312256
819,6.022211074829102
820,6.216161727905273
821,5.893096446990967
822,5.792062759399414
823,5.768953323364258
824,5.731049060821533
825,5.7619404792785645
826,5.916053295135498
827,6.066734313964844
828,5.77076530456543
829,5.949166297912598
830,5.848262786865234
831,5.735161304473877
832,5.93927001953125
833,5.705435276031494
834,5.685935974121094
835,5.854148864746094
836,5.743297576904297
837,6.122094631195068
838,5.7646355628967285
839,5.350180625915527
840,5.585124492645264
841,5.621092319488525
842,5.503817558288574
843,6.0039896965026855
844,5.916932106018066
845,5.662876129150391
846,5.635220527648926
847,5.927777290344238
848,5.783914089202881
849,5.846347332000732
850,5.943601608276367
851,5.731100082397461
852,5.6604509353637695
853,5.460691928863525
854,5.981606960296631
855,5.963661193847656
856,6.001677989959717
857,5.494204044342041
858,5.717512130737305
859,5.629817962646484
860,5.430535316467285
861,5.4623589515686035
862,5.521878242492676
863,5.930026531219482
864,5.443197727203369
865,5.550554275512695
866,5.339357852935791
867,5.5971503257751465
868,5.758986473083496
869,5.896377086639404
870,5.667464733123779
871,5.603984832763672
872,5.772461891174316
873,5.736580848693848
874,5.351573467254639
875,5.357198715209961
876,5.506319522857666
877,5.566287994384766
878,5.5642571449279785
879,5.6956562995910645
880,5.536046504974365
881,5.21221923828125
882,5.496641635894775
883,5.604470252990723
884,5.838244438171387
885,5.835323333740234
886,5.362131118774414
887,5.534937381744385
888,5.552165508270264
889,5.665295124053955
890,5.655059337615967
891,5.2856764793396
892,5.3122992515563965
893,5.528114318847656
894,5.748007774353027
895,5.824356555938721
896,5.481997489929199
897,5.51952600479126
898,5.369585990905762
899,5.115944862365723
900,5.358694553375244
901,5.478592395782471
902,5.579574108123779
903,5.644432544708252
904,5.257031440734863
905,5.504563808441162
906,5.817903995513916
907,5.31714391708374
908,5.264674186706543
909,5.47960901260376
910,5.356747627258301
911,5.466708660125732
912,5.519937515258789
913,5.233231067657471
914,5.584912300109863
915,5.356482028961182
916,5.658665657043457
917,5.221481800079346
918,5.158135414123535
919,5.276351451873779
920,5.166452407836914
921,5.2596116065979
922,5.234269618988037
923,5.4070515632629395
924,5.699000358581543
925,5.455421447753906
926,5.157716751098633
927,5.506567478179932
928,5.324250221252441
929,5.279284477233887
930,5.559513092041016
931,5.310197353363037
932,5.448522090911865
933,5.636363506317139
934,5.157849311828613
935,5.169793128967285
936,5.53467321395874
937,5.663559436798096
938,5.3902435302734375
939,5.080178260803223
940,5.437496662139893
941,5.287213325500488
942,5.183055400848389
943,5.451264381408691
944,5.324577808380127
945,5.16916561126709
946,5.415700912475586
947,5.218483924865723
948,5.425670623779297
949,5.186835289001465
950,5.483865261077881
951,4.876458644866943
952,5.313530445098877
953,5.086472511291504
954,5.3137078285217285
955,5.478015422821045
956,5.173154830932617
957,5.329996109008789
958,5.765933513641357
959,5.339223384857178
960,4.936713695526123
961,5.195415019989014
962,5.651793479919434
